iter	MAP:top=3
504	0.8481433803
505	0.8481433803
506	0.8481433803
507	0.8481433803
508	0.8481433803
509	0.8481433803
510	0.8481433803
511	0.8481433803
512	0.8481433803
513	0.8481433803
514	0.8481433803
515	0.8481433803
516	0.8481433803
517	0.8481433803
518	0.8481433803
519	0.8481433803
520	0.8481433803
521	0.8481433803
522	0.8481433803
523	0.8481433803
524	0.8481433803
525	0.8481433803
526	0.8481433803
527	0.8481433803
528	0.8481433803
529	0.8481433803
530	0.8481433803
531	0.8481433803
532	0.8481433803
533	0.8481433803
534	0.8481433803
535	0.8481433803
536	0.8481433803
537	0.8481433803
538	0.8481433803
539	0.8481433803
540	0.8481433803
541	0.8481433803
542	0.8481433803
543	0.8481433803
544	0.8481433803
545	0.8481433803
546	0.8481433803
547	0.8481433803
548	0.8481433803
549	0.8481433803
550	0.8481433803
551	0.8481433803
552	0.8481433803
553	0.8481433803
554	0.8481433803
555	0.8481433803
556	0.8481433803
557	0.8481433803
558	0.8481433803
559	0.8481433803
560	0.8481433803
561	0.8481433803
562	0.8481433803
563	0.8481433803
564	0.8481433803
565	0.8481433803
566	0.8481433803
567	0.8481433803
568	0.8481433803
569	0.8481433803
570	0.8481433803
571	0.8481433803
572	0.8481433803
573	0.8481433803
574	0.8481433803
575	0.8481433803
576	0.8481433803
577	0.8481433803
578	0.8481433803
579	0.8481433803
580	0.8481433803
581	0.8481433803
582	0.8481433803
583	0.8481433803
584	0.8481433803
585	0.8481433803
586	0.8481433803
587	0.8481433803
588	0.8481433803
589	0.8481433803
590	0.8481433803
591	0.8481433803
592	0.8481433803
593	0.8481433803
594	0.8481433803
595	0.8481433803
596	0.8481433803
597	0.8481433803
598	0.8481433803
599	0.8481433803
600	0.8481433803
601	0.8481433803
602	0.8481433803
603	0.8481433803
604	0.8481433803
605	0.8481433803
606	0.8481433803
607	0.8481433803
608	0.8481433803
609	0.8481433803
610	0.8481433803
611	0.8481433803
612	0.8481433803
613	0.8481433803
614	0.8481433803
615	0.8481433803
616	0.8481433803
617	0.8481433803
618	0.8481433803
619	0.8481433803
620	0.8481433803
621	0.8481433803
622	0.8481433803
623	0.8481433803
624	0.8481433803
625	0.8481433803
626	0.8481433803
627	0.8481433803
628	0.8481433803
629	0.8481433803
630	0.8481433803
631	0.8481433803
632	0.8481433803
633	0.8481433803
634	0.8481433803
635	0.8481433803
636	0.8481433803
637	0.8481433803
638	0.8481433803
639	0.8481433803
640	0.8481433803
641	0.8481433803
642	0.8481433803
643	0.8481433803
644	0.8481433803
645	0.8481433803
646	0.8481433803
647	0.8481433803
648	0.8481433803
649	0.8481433803
650	0.8481433803
651	0.8481433803
652	0.8481433803
653	0.8481433803
654	0.8481433803
655	0.8481433803
656	0.8481433803
657	0.8481433803
658	0.8481433803
659	0.8481433803
660	0.8481433803
661	0.8481433803
662	0.8481433803
663	0.8481433803
664	0.8481433803
665	0.8481433803
666	0.8481433803
667	0.8481433803
668	0.8481433803
669	0.8481433803
670	0.8481433803
671	0.8481433803
672	0.8481433803
673	0.8481433803
674	0.8481433803
675	0.8481433803
676	0.8481433803
677	0.8481433803
678	0.8481433803
679	0.8481433803
680	0.8481433803
681	0.8481433803
682	0.8481433803
683	0.8481433803
684	0.8481433803
685	0.8481433803
686	0.8481433803
687	0.8481433803
688	0.8481433803
689	0.8481433803
690	0.8481433803
691	0.8481433803
692	0.8481433803
693	0.8481433803
694	0.8481433803
695	0.8481433803
696	0.8481433803
697	0.8481433803
698	0.8481433803
699	0.8481433803
700	0.8481433803
701	0.8481433803
702	0.8481433803
703	0.8481433803
704	0.8481433803
705	0.8481433803
706	0.8481433803
707	0.8481433803
708	0.8481433803
709	0.8481433803
710	0.8481433803
711	0.8481433803
712	0.8481433803
713	0.8481433803
714	0.8481433803
715	0.8481433803
716	0.8481433803
717	0.8481433803
718	0.8481433803
719	0.8481433803
720	0.8481433803
721	0.8481433803
722	0.8481433803
723	0.8481433803
724	0.8481433803
725	0.8481433803
726	0.8481433803
727	0.8481433803
728	0.8481433803
729	0.8481433803
730	0.8481433803
731	0.8481433803
732	0.8481433803
733	0.8481433803
734	0.8481433803
735	0.8481433803
736	0.8481433803
737	0.8481433803
738	0.8481433803
739	0.8481433803
740	0.8481433803
741	0.8481433803
742	0.8481433803
743	0.8481433803
744	0.8481433803
745	0.8481433803
746	0.8481433803
747	0.8481433803
748	0.8481433803
749	0.8481433803
750	0.8481433803
751	0.8481433803
752	0.8481433803
753	0.8481433803
754	0.8481433803
755	0.8481433803
756	0.8481433803
757	0.8481433803
758	0.8481433803
759	0.8481433803
760	0.8481433803
761	0.8481433803
762	0.8481433803
763	0.8481433803
764	0.8481433803
765	0.8481433803
766	0.8481433803
767	0.8481433803
768	0.8481433803
769	0.8481433803
770	0.8481433803
771	0.8481433803
772	0.8481433803
773	0.8481433803
774	0.8481433803
775	0.8481433803
776	0.8481433803
777	0.8481433803
778	0.8481433803
779	0.8481433803
780	0.8481433803
781	0.8481433803
782	0.8481433803
783	0.8481433803
784	0.8481433803
785	0.8481433803
786	0.8481433803
787	0.8481433803
788	0.8481433803
789	0.8481433803
790	0.8481433803
791	0.8481433803
792	0.8481433803
793	0.8481433803
794	0.8481433803
795	0.8481433803
796	0.8481433803
797	0.8481433803
798	0.8481433803
799	0.8481433803
800	0.8481433803
801	0.8481433803
802	0.8481433803
803	0.8481433803
804	0.8481433803
805	0.8481433803
806	0.8481433803
807	0.8481433803
808	0.8481433803
809	0.8481433803
810	0.8481433803
811	0.8481433803
812	0.8481433803
813	0.8481433803
814	0.8481433803
815	0.8481433803
816	0.8481433803
817	0.8481433803
818	0.8481433803
819	0.8481433803
820	0.8481433803
821	0.8481433803
822	0.8481433803
823	0.8481433803
824	0.8481433803
825	0.8481433803
826	0.8481433803
827	0.8481433803
828	0.8481433803
829	0.8481433803
830	0.8481433803
831	0.8481433803
832	0.8481433803
833	0.8481433803
834	0.8481433803
835	0.8481433803
836	0.8481433803
837	0.8481433803
838	0.8481433803
839	0.8481433803
840	0.8481433803
841	0.8481433803
842	0.8481433803
843	0.8481433803
844	0.8481433803
845	0.8481433803
846	0.8481433803
847	0.8481433803
848	0.8481433803
849	0.8481433803
850	0.8481433803
851	0.8481433803
852	0.8481433803
853	0.8481433803
854	0.8481433803
855	0.8481433803
856	0.8481433803
857	0.8481433803
858	0.8481433803
859	0.8481433803
860	0.8481433803
861	0.8481433803
862	0.8481433803
863	0.8481433803
864	0.8481433803
865	0.8481433803
866	0.8481433803
867	0.8481433803
868	0.8481433803
869	0.8481433803
870	0.8481433803
871	0.8481433803
872	0.8481433803
873	0.8481433803
874	0.8481433803
875	0.8481433803
876	0.8481433803
877	0.8481433803
878	0.8481433803
879	0.8481433803
880	0.8481433803
881	0.8481433803
882	0.8481433803
883	0.8481433803
884	0.8481433803
885	0.8481433803
886	0.8481433803
887	0.8481433803
888	0.8481433803
889	0.8481433803
890	0.8481433803
891	0.8481433803
892	0.8481433803
893	0.8481433803
894	0.8481433803
895	0.8481433803
896	0.8481433803
897	0.8481433803
898	0.8481433803
899	0.8481433803
900	0.8481433803
901	0.8481433803
902	0.8481433803
903	0.8481433803
904	0.8481433803
905	0.8481433803
906	0.8481433803
907	0.8481433803
908	0.8481433803
909	0.8481433803
910	0.8481433803
911	0.8481433803
912	0.8481433803
913	0.8481433803
914	0.8481433803
915	0.8481433803
916	0.8481433803
917	0.8481433803
918	0.8481433803
919	0.8481433803
920	0.8481433803
921	0.8481433803
922	0.8481433803
923	0.8481433803
924	0.8481433803
925	0.8481433803
926	0.8481433803
927	0.8481433803
928	0.8481433803
929	0.8481433803
930	0.8481433803
931	0.8481433803
932	0.8481433803
933	0.8481433803
934	0.8481433803
935	0.8481433803
936	0.8481433803
937	0.8481433803
938	0.8481433803
939	0.8481433803
940	0.8481433803
941	0.8481433803
942	0.8481433803
943	0.8481433803
944	0.8481433803
945	0.8481433803
946	0.8481433803
947	0.8481433803
948	0.8481433803
949	0.8481433803
950	0.8481433803
951	0.8481433803
952	0.8481433803
953	0.8481433803
954	0.8481433803
955	0.8481433803
956	0.8481433803
957	0.8481433803
958	0.8481433803
959	0.8481433803
960	0.8481433803
961	0.8481433803
962	0.8481433803
963	0.8481433803
964	0.8481433803
965	0.8481433803
966	0.8481433803
967	0.8481433803
968	0.8481433803
969	0.8481433803
970	0.8481433803
971	0.8481433803
972	0.8481433803
973	0.8481433803
974	0.8481433803
975	0.8481433803
976	0.8481433803
977	0.8481433803
978	0.8481433803
979	0.8481433803
980	0.8481433803
981	0.8481433803
982	0.8481433803
983	0.8481433803
984	0.8481433803
985	0.8481433803
986	0.8481433803
987	0.8481433803
988	0.8481433803
989	0.8481433803
990	0.8481433803
991	0.8481433803
992	0.8481433803
993	0.8481433803
994	0.8481433803
995	0.8481433803
996	0.8481433803
997	0.8481433803
998	0.8481433803
999	0.8481433803
